cell,Irr,Richness,Landuse
4.43305e-319,0.010944444444444444,18,ForestDryPoor
4.4331e-319,0.010944444444444444,18,ForestDryPoor
4.43414e-319,0.006875,16,ForestDryPoor
4.4342e-319,0.006875,16,ForestDryPoor
4.43424e-319,0.006875,16,ForestDryPoor
4.4343e-319,0.006875,16,ForestDryPoor
4.43434e-319,0.006875,16,ForestDryPoor
4.4344e-319,0.006875,16,ForestDryPoor
4.43444e-319,0.006875,16,ForestDryPoor
4.4345e-319,0.006875,16,ForestDryPoor
4.43454e-319,0.006875,16,ForestDryPoor
4.4346e-319,0.006875,16,ForestDryPoor
4.43463e-319,0.006875,16,ForestDryPoor
4.4347e-319,0.006875,16,ForestDryPoor
4.43473e-319,0.006875,16,ForestDryPoor
4.4348e-319,0.006875,16,ForestDryPoor
4.43483e-319,0.006875,16,ForestDryPoor
4.4349e-319,0.006875,16,ForestDryPoor
4.43493e-319,0.006875,16,ForestDryPoor
4.435e-319,0.006875,16,ForestDryPoor
4.43503e-319,0.006875,16,ForestDryPoor
4.4351e-319,0.006875,16,ForestDryPoor
4.43513e-319,0.006875,16,ForestDryPoor
4.4352e-319,0.006875,16,ForestDryPoor
4.43523e-319,0.006875,16,ForestDryPoor
4.4353e-319,0.006875,16,ForestDryPoor
4.43533e-319,0.006875,16,ForestDryPoor
4.4354e-319,0.006875,16,ForestDryPoor
4.43542e-319,0.006875,16,ForestDryPoor
4.43547e-319,0.007266666666666667,15,ForestDryPoor
4.4355e-319,0.007266666666666667,15,ForestDryPoor
4.43557e-319,0.007266666666666667,15,ForestDryPoor
4.4356e-319,0.007266666666666667,15,ForestDryPoor
4.43567e-319,0.007266666666666667,15,ForestDryPoor
4.4357e-319,0.006,8,ForestDryPoor
4.43577e-319,0.006,8,ForestDryPoor
4.4358e-319,0.006,8,ForestDryPoor
4.43587e-319,0.006,8,ForestDryPoor
4.4359e-319,0.006,8,ForestDryPoor
4.43597e-319,0.006,8,ForestDryPoor
4.436e-319,0.007,1,ForestDryPoor
4.43607e-319,0.007,1,ForestDryPoor
4.4509e-319,0.013333333333333334,6,ForestDryPoor
4.45094e-319,0.013333333333333334,6,ForestDryPoor
4.451e-319,0.013333333333333334,6,ForestDryPoor
4.45104e-319,0.013333333333333334,6,ForestDryPoor
4.4511e-319,0.012,7,ForestDryPoor
4.45114e-319,0.012,7,ForestDryPoor
4.4512e-319,0.012,7,ForestDryPoor
4.45124e-319,0.012,7,ForestDryPoor
4.4513e-319,0.012,7,ForestDryPoor
4.45133e-319,0.012,7,ForestDryPoor
4.4514e-319,0.012,7,ForestDryPoor
4.45143e-319,0.012,7,ForestDryPoor
4.4515e-319,0.013833333333333335,6,ForestDryPoor
4.45153e-319,0.013833333333333335,6,ForestDryPoor
4.4516e-319,0.013833333333333335,6,ForestDryPoor
4.45163e-319,0.013833333333333335,6,ForestDryPoor
4.4517e-319,0.013833333333333335,6,ForestDryPoor
4.45173e-319,0.013833333333333335,6,ForestDryPoor
4.4518e-319,0.013833333333333335,6,ForestDryPoor
4.45183e-319,0.013833333333333335,6,ForestDryPoor
4.45385e-319,0.01053846153846154,13,ForestDryPoor
4.4539e-319,0.01053846153846154,13,ForestDryPoor
4.45395e-319,0.01053846153846154,13,ForestDryPoor
4.454e-319,0.01053846153846154,13,ForestDryPoor
4.45405e-319,0.01053846153846154,13,ForestDryPoor
4.4541e-319,0.01053846153846154,13,ForestDryPoor
4.45415e-319,0.01053846153846154,13,ForestDryPoor
4.4542e-319,0.01053846153846154,13,ForestDryPoor
4.45425e-319,0.01053846153846154,13,ForestDryPoor
4.4543e-319,0.01053846153846154,13,ForestDryPoor
4.45435e-319,0.009785714285714286,14,ForestDryPoor
4.4544e-319,0.009785714285714286,14,ForestDryPoor
4.45445e-319,0.009785714285714286,14,ForestDryPoor
4.4545e-319,0.005272727272727273,11,ForestDryPoor
4.45455e-319,0.004833333333333333,12,ForestDryPoor
4.4546e-319,0.004833333333333333,12,ForestDryPoor
4.45464e-319,0.004833333333333333,12,ForestDryPoor
4.4547e-319,0.005272727272727273,11,ForestDryPoor
4.45474e-319,0.004692307692307692,13,ForestDryPoor
4.4548e-319,0.004692307692307692,13,ForestDryPoor
4.45484e-319,0.004692307692307692,13,ForestDryPoor
4.4549e-319,0.004692307692307692,13,ForestDryPoor
4.45494e-319,0.005083333333333333,12,ForestDryPoor
4.455e-319,0.005083333333333333,12,ForestDryPoor
4.45504e-319,0.005083333333333333,12,ForestDryPoor
4.4551e-319,0.005083333333333333,12,ForestDryPoor
4.45514e-319,0.005083333333333333,12,ForestDryPoor
4.4552e-319,0.00465,20,ForestDryPoor
4.45524e-319,0.00465,20,ForestDryPoor
4.4553e-319,0.00465,20,ForestDryPoor
4.45534e-319,0.00465,20,ForestDryPoor
4.4554e-319,0.00465,20,ForestDryPoor
4.45543e-319,0.0044761904761904765,21,ForestDryPoor
4.4555e-319,0.0044761904761904765,21,ForestDryPoor
4.45553e-319,0.0044761904761904765,21,ForestDryPoor
4.4556e-319,0.005454545454545454,22,ForestDryPoor
4.45563e-319,0.005454545454545454,22,ForestDryPoor
4.4557e-319,0.004962962962962963,27,ForestDryPoor
4.45573e-319,0.004962962962962963,27,ForestDryPoor
4.4558e-319,0.004785714285714286,28,ForestDryPoor
4.45583e-319,0.0046206896551724145,29,ForestDryPoor
4.4559e-319,0.004482758620689655,29,ForestDryPoor
4.45593e-319,0.006375,32,ForestDryPoor
4.456e-319,0.006375,32,ForestDryPoor
4.45603e-319,0.006375,32,ForestDryPoor
4.4561e-319,0.006375,32,ForestDryPoor
4.45613e-319,0.006375,32,ForestDryPoor
4.4562e-319,0.006375,32,ForestDryPoor
4.45623e-319,0.006363636363636363,33,ForestDryPoor
4.45627e-319,0.006363636363636363,33,ForestDryPoor
4.4563e-319,0.006363636363636363,33,ForestDryPoor
4.45637e-319,0.006363636363636363,33,ForestDryPoor
4.4564e-319,0.006363636363636363,33,ForestDryPoor
4.45647e-319,0.006363636363636363,33,ForestDryPoor
4.4565e-319,0.006363636363636363,33,ForestDryPoor
4.45657e-319,0.006363636363636363,33,ForestDryPoor
4.4566e-319,0.007764705882352942,34,ForestDryPoor
4.45667e-319,0.008,33,ForestDryPoor
4.4567e-319,0.008,33,ForestDryPoor
4.45677e-319,0.008,33,ForestDryPoor
4.4568e-319,0.008,33,ForestDryPoor
4.45687e-319,0.008,33,ForestDryPoor
4.4569e-319,0.008,33,ForestDryPoor
4.45697e-319,0.008,33,ForestDryPoor
4.457e-319,0.007852941176470589,34,ForestDryPoor
4.45707e-319,0.007852941176470589,34,ForestDryPoor
4.4571e-319,0.007852941176470589,34,ForestDryPoor
4.45716e-319,0.007852941176470589,34,ForestDryPoor
4.4572e-319,0.01138235294117647,34,ForestDryPoor
4.45726e-319,0.01138235294117647,34,ForestDryPoor
4.4573e-319,0.01138235294117647,34,ForestDryPoor
4.45736e-319,0.01138235294117647,34,ForestDryPoor
4.4574e-319,0.01138235294117647,34,ForestDryPoor
4.45746e-319,0.01138235294117647,34,ForestDryPoor
4.4575e-319,0.007181818181818182,33,ForestDryPoor
4.45756e-319,0.007181818181818182,33,ForestDryPoor
4.4576e-319,0.007181818181818182,33,ForestDryPoor
4.45766e-319,0.007181818181818182,33,ForestDryPoor
4.4577e-319,0.00740625,32,ForestDryPoor
4.45776e-319,0.00740625,32,ForestDryPoor
4.4598e-319,0.011,27,ForestDryPoor
4.45983e-319,0.011,27,ForestDryPoor
4.4599e-319,0.012714285714285714,21,ForestDryPoor
4.45993e-319,0.012714285714285714,21,ForestDryPoor
4.46e-319,0.012714285714285714,21,ForestDryPoor
4.46003e-319,0.012714285714285714,21,ForestDryPoor
4.4601e-319,0.013300000000000001,20,ForestDryPoor
4.46013e-319,0.013300000000000001,20,ForestDryPoor
4.4602e-319,0.013300000000000001,20,ForestDryPoor
4.46023e-319,0.012714285714285714,21,ForestDryPoor
4.4603e-319,0.012714285714285714,21,ForestDryPoor
4.46033e-319,0.01335,20,ForestDryPoor
4.46038e-319,0.01335,20,ForestDryPoor
4.4604e-319,0.01335,20,ForestDryPoor
4.46047e-319,0.01335,20,ForestDryPoor
4.4605e-319,0.01268421052631579,19,ForestDryPoor
4.46057e-319,0.0156,15,ForestDryPoor
4.4606e-319,0.016214285714285716,14,ForestDryPoor
4.46067e-319,0.016214285714285716,14,ForestDryPoor
4.4607e-319,0.012761904761904763,21,ForestDryPoor
4.46176e-319,0.010944444444444444,18,ForestDryPoor
4.4618e-319,0.010944444444444444,18,ForestDryPoor
4.46186e-319,0.010944444444444444,18,ForestDryPoor
4.4619e-319,0.010944444444444444,18,ForestDryPoor
4.46196e-319,0.010944444444444444,18,ForestDryPoor
4.462e-319,0.010944444444444444,18,ForestDryPoor
4.46206e-319,0.010944444444444444,18,ForestDryPoor
4.4621e-319,0.010944444444444444,18,ForestDryPoor
4.46215e-319,0.010944444444444444,18,ForestDryPoor
4.4622e-319,0.0065294117647058825,17,ForestDryPoor
4.46225e-319,0.0065294117647058825,17,ForestDryPoor
4.4623e-319,0.0065294117647058825,17,ForestDryPoor
4.46235e-319,0.0065294117647058825,17,ForestDryPoor
4.4624e-319,0.0065294117647058825,17,ForestDryPoor
4.46245e-319,0.0065294117647058825,17,ForestDryPoor
4.4625e-319,0.0065294117647058825,17,ForestDryPoor
4.46255e-319,0.0065294117647058825,17,ForestDryPoor
4.4626e-319,0.0065294117647058825,17,ForestDryPoor
4.46265e-319,0.0065294117647058825,17,ForestDryPoor
4.4627e-319,0.0065294117647058825,17,ForestDryPoor
4.46373e-319,0.006875,16,ForestDryPoor
4.4638e-319,0.006875,16,ForestDryPoor
4.46383e-319,0.006875,16,ForestDryPoor
4.4639e-319,0.006875,16,ForestDryPoor
4.46393e-319,0.006875,16,ForestDryPoor
4.464e-319,0.006875,16,ForestDryPoor
4.46403e-319,0.006875,16,ForestDryPoor
4.4641e-319,0.006875,16,ForestDryPoor
4.46413e-319,0.006875,16,ForestDryPoor
4.4642e-319,0.006875,16,ForestDryPoor
4.46423e-319,0.006875,16,ForestDryPoor
4.4643e-319,0.006875,16,ForestDryPoor
4.46433e-319,0.006875,16,ForestDryPoor
4.4644e-319,0.006875,16,ForestDryPoor
4.46443e-319,0.006875,16,ForestDryPoor
4.4645e-319,0.006875,16,ForestDryPoor
4.46453e-319,0.006875,16,ForestDryPoor
4.46457e-319,0.006875,16,ForestDryPoor
4.4646e-319,0.006875,16,ForestDryPoor
4.46467e-319,0.006875,16,ForestDryPoor
4.4647e-319,0.006875,16,ForestDryPoor
4.46477e-319,0.006875,16,ForestDryPoor
4.4648e-319,0.006875,16,ForestDryPoor
4.46487e-319,0.006875,16,ForestDryPoor
4.4649e-319,0.006875,16,ForestDryPoor
4.46497e-319,0.006875,16,ForestDryPoor
4.465e-319,0.006875,16,ForestDryPoor
4.46507e-319,0.007266666666666667,15,ForestDryPoor
4.4651e-319,0.007266666666666667,15,ForestDryPoor
4.46517e-319,0.007266666666666667,15,ForestDryPoor
4.4652e-319,0.007266666666666667,15,ForestDryPoor
4.46527e-319,0.006,8,ForestDryPoor
4.4653e-319,0.006,8,ForestDryPoor
4.46537e-319,0.006,8,ForestDryPoor
4.4654e-319,0.006,8,ForestDryPoor
4.46546e-319,0.006,8,ForestDryPoor
4.4655e-319,0.006,8,ForestDryPoor
4.46556e-319,0.006,8,ForestDryPoor
4.4656e-319,0.006,8,ForestDryPoor
4.46566e-319,0.007,1,ForestDryPoor
4.4805e-319,0.013333333333333334,6,ForestDryPoor
4.48053e-319,0.013333333333333334,6,ForestDryPoor
4.4806e-319,0.013333333333333334,6,ForestDryPoor
4.48063e-319,0.013333333333333334,6,ForestDryPoor
4.4807e-319,0.012,7,ForestDryPoor
4.48073e-319,0.012,7,ForestDryPoor
4.4808e-319,0.012,7,ForestDryPoor
4.48083e-319,0.012,7,ForestDryPoor
4.4809e-319,0.012,7,ForestDryPoor
4.48093e-319,0.012,7,ForestDryPoor
4.481e-319,0.012,7,ForestDryPoor
4.48103e-319,0.012,7,ForestDryPoor
4.4811e-319,0.012,7,ForestDryPoor
4.48113e-319,0.012,7,ForestDryPoor
4.4812e-319,0.013833333333333335,6,ForestDryPoor
4.48122e-319,0.013833333333333335,6,ForestDryPoor
4.48127e-319,0.013833333333333335,6,ForestDryPoor
4.4813e-319,0.013833333333333335,6,ForestDryPoor
4.48137e-319,0.013833333333333335,6,ForestDryPoor
4.4814e-319,0.013833333333333335,6,ForestDryPoor
4.48345e-319,0.008916666666666666,12,ForestDryPoor
4.4835e-319,0.008916666666666666,12,ForestDryPoor
4.48355e-319,0.008916666666666666,12,ForestDryPoor
4.4836e-319,0.008916666666666666,12,ForestDryPoor
4.48365e-319,0.008916666666666666,12,ForestDryPoor
4.4837e-319,0.008916666666666666,12,ForestDryPoor
4.48374e-319,0.008916666666666666,12,ForestDryPoor
4.4838e-319,0.008916666666666666,12,ForestDryPoor
4.48384e-319,0.008916666666666666,12,ForestDryPoor
4.4839e-319,0.008916666666666666,12,ForestDryPoor
4.48394e-319,0.008916666666666666,12,ForestDryPoor
4.484e-319,0.00823076923076923,13,ForestDryPoor
4.48404e-319,0.00823076923076923,13,ForestDryPoor
4.4841e-319,0.0027999999999999995,10,ForestDryPoor
4.48414e-319,0.002545454545454545,11,ForestDryPoor
4.4842e-319,0.002545454545454545,11,ForestDryPoor
4.48424e-319,0.002545454545454545,11,ForestDryPoor
4.4843e-319,0.0027999999999999995,10,ForestDryPoor
4.48434e-319,0.0025833333333333333,12,ForestDryPoor
4.4844e-319,0.0025833333333333333,12,ForestDryPoor
4.48444e-319,0.0025833333333333333,12,ForestDryPoor
4.4845e-319,0.0025833333333333333,12,ForestDryPoor
4.48454e-319,0.002818181818181818,11,ForestDryPoor
4.4846e-319,0.002818181818181818,11,ForestDryPoor
4.48463e-319,0.002818181818181818,11,ForestDryPoor
4.4847e-319,0.002818181818181818,11,ForestDryPoor
4.48473e-319,0.0033157894736842108,19,ForestDryPoor
4.4848e-319,0.0033157894736842108,19,ForestDryPoor
4.48483e-319,0.0033157894736842108,19,ForestDryPoor
4.4849e-319,0.0033157894736842108,19,ForestDryPoor
4.48493e-319,0.0033157894736842108,19,ForestDryPoor
4.485e-319,0.0033157894736842108,19,ForestDryPoor
4.48503e-319,0.0032,20,ForestDryPoor
4.4851e-319,0.0032,20,ForestDryPoor
4.48513e-319,0.0032,20,ForestDryPoor
4.4852e-319,0.004285714285714286,21,ForestDryPoor
4.48523e-319,0.004285714285714286,21,ForestDryPoor
4.4853e-319,0.004,26,ForestDryPoor
4.48533e-319,0.004,26,ForestDryPoor
4.48537e-319,0.0038518518518518515,27,ForestDryPoor
4.4854e-319,0.0037142857142857142,28,ForestDryPoor
4.48547e-319,0.0035714285714285713,28,ForestDryPoor
4.4855e-319,0.0056129032258064515,31,ForestDryPoor
4.48557e-319,0.0056129032258064515,31,ForestDryPoor
4.4856e-319,0.0056129032258064515,31,ForestDryPoor
4.48567e-319,0.0056129032258064515,31,ForestDryPoor
4.4857e-319,0.0056129032258064515,31,ForestDryPoor
4.48577e-319,0.0056129032258064515,31,ForestDryPoor
4.4858e-319,0.0056129032258064515,31,ForestDryPoor
4.48587e-319,0.0056129032258064515,31,ForestDryPoor
4.4859e-319,0.005625,32,ForestDryPoor
4.48597e-319,0.005625,32,ForestDryPoor
4.486e-319,0.005625,32,ForestDryPoor
4.48607e-319,0.005625,32,ForestDryPoor
4.4861e-319,0.005625,32,ForestDryPoor
4.48617e-319,0.005806451612903225,31,ForestDryPoor
4.4862e-319,0.0073124999999999996,32,ForestDryPoor
4.48626e-319,0.0073124999999999996,32,ForestDryPoor
4.4863e-319,0.0073124999999999996,32,ForestDryPoor
4.48636e-319,0.0073124999999999996,32,ForestDryPoor
4.4864e-319,0.0073124999999999996,32,ForestDryPoor
4.48646e-319,0.0073124999999999996,32,ForestDryPoor
4.4865e-319,0.0073124999999999996,32,ForestDryPoor
4.48656e-319,0.007181818181818182,33,ForestDryPoor
4.4866e-319,0.007181818181818182,33,ForestDryPoor
4.48666e-319,0.007181818181818182,33,ForestDryPoor
4.4867e-319,0.007181818181818182,33,ForestDryPoor
4.48676e-319,0.007181818181818182,33,ForestDryPoor
4.4868e-319,0.007181818181818182,33,ForestDryPoor
4.48686e-319,0.007181818181818182,33,ForestDryPoor
4.4869e-319,0.007181818181818182,33,ForestDryPoor
4.48696e-319,0.007181818181818182,33,ForestDryPoor
4.487e-319,0.007181818181818182,33,ForestDryPoor
4.48705e-319,0.007181818181818182,33,ForestDryPoor
4.4871e-319,0.007181818181818182,33,ForestDryPoor
4.48715e-319,0.007181818181818182,33,ForestDryPoor
4.4872e-319,0.007181818181818182,33,ForestDryPoor
4.48725e-319,0.007181818181818182,33,ForestDryPoor
4.4873e-319,0.00740625,32,ForestDryPoor
4.48735e-319,0.00740625,32,ForestDryPoor
4.4894e-319,0.0074482758620689656,29,ForestDryPoor
4.48943e-319,0.008115384615384615,26,ForestDryPoor
4.4895e-319,0.009049999999999999,20,ForestDryPoor
4.48953e-319,0.009049999999999999,20,ForestDryPoor
4.48957e-319,0.009049999999999999,20,ForestDryPoor
4.4896e-319,0.009049999999999999,20,ForestDryPoor
4.48967e-319,0.009049999999999999,20,ForestDryPoor
4.4897e-319,0.009473684210526315,19,ForestDryPoor
4.48977e-319,0.009049999999999999,20,ForestDryPoor
4.4898e-319,0.009049999999999999,20,ForestDryPoor
4.48987e-319,0.009049999999999999,20,ForestDryPoor
4.4899e-319,0.009049999999999999,20,ForestDryPoor
4.48997e-319,0.009526315789473683,19,ForestDryPoor
4.49e-319,0.009526315789473683,19,ForestDryPoor
4.49007e-319,0.009526315789473683,19,ForestDryPoor
4.4901e-319,0.008611111111111111,18,ForestDryPoor
4.49017e-319,0.010066666666666666,15,ForestDryPoor
4.4902e-319,0.010846153846153847,13,ForestDryPoor
4.49027e-319,0.010846153846153847,13,ForestDryPoor
4.4903e-319,0.006947368421052632,19,ForestDryPoor
4.49135e-319,0.0065294117647058825,17,ForestDryPoor
4.4914e-319,0.0065294117647058825,17,ForestDryPoor
4.49145e-319,0.0065294117647058825,17,ForestDryPoor
4.4915e-319,0.0065294117647058825,17,ForestDryPoor
4.49155e-319,0.0065294117647058825,17,ForestDryPoor
4.4916e-319,0.0065294117647058825,17,ForestDryPoor
4.49165e-319,0.0065294117647058825,17,ForestDryPoor
4.4917e-319,0.0065294117647058825,17,ForestDryPoor
4.49175e-319,0.0046875,16,ForestDryPoor
4.4918e-319,0.0046875,16,ForestDryPoor
4.49185e-319,0.0046875,16,ForestDryPoor
4.4919e-319,0.0046875,16,ForestDryPoor
4.49195e-319,0.0046875,16,ForestDryPoor
4.492e-319,0.0046875,16,ForestDryPoor
4.49204e-319,0.0046875,16,ForestDryPoor
4.4921e-319,0.0046875,16,ForestDryPoor
4.49214e-319,0.0046875,16,ForestDryPoor
4.4922e-319,0.0046875,16,ForestDryPoor
4.49224e-319,0.0046875,16,ForestDryPoor
4.4923e-319,0.0046875,16,ForestDryPoor
4.49333e-319,0.004933333333333333,15,ForestDryPoor
4.4934e-319,0.004933333333333333,15,ForestDryPoor
4.49343e-319,0.004933333333333333,15,ForestDryPoor
4.4935e-319,0.004933333333333333,15,ForestDryPoor
4.49353e-319,0.004933333333333333,15,ForestDryPoor
4.4936e-319,0.004933333333333333,15,ForestDryPoor
4.49363e-319,0.004933333333333333,15,ForestDryPoor
4.49368e-319,0.004933333333333333,15,ForestDryPoor
4.4937e-319,0.004933333333333333,15,ForestDryPoor
4.49377e-319,0.004933333333333333,15,ForestDryPoor
4.4938e-319,0.004933333333333333,15,ForestDryPoor
4.49387e-319,0.004933333333333333,15,ForestDryPoor
4.4939e-319,0.004933333333333333,15,ForestDryPoor
4.49397e-319,0.004933333333333333,15,ForestDryPoor
4.494e-319,0.004933333333333333,15,ForestDryPoor
4.49407e-319,0.004933333333333333,15,ForestDryPoor
4.4941e-319,0.004933333333333333,15,ForestDryPoor
4.49417e-319,0.004933333333333333,15,ForestDryPoor
4.4942e-319,0.004933333333333333,15,ForestDryPoor
4.49427e-319,0.004933333333333333,15,ForestDryPoor
4.4943e-319,0.004933333333333333,15,ForestDryPoor
4.49437e-319,0.002142857142857143,14,ForestDryPoor
4.4944e-319,0.002142857142857143,14,ForestDryPoor
4.49447e-319,0.002142857142857143,14,ForestDryPoor
4.4945e-319,0.002142857142857143,14,ForestDryPoor
4.49456e-319,0.002142857142857143,14,ForestDryPoor
4.4946e-319,0.002142857142857143,14,ForestDryPoor
4.49466e-319,0.002230769230769231,13,ForestDryPoor
4.4947e-319,0.002230769230769231,13,ForestDryPoor
4.49476e-319,0.002230769230769231,13,ForestDryPoor
4.4948e-319,0.002230769230769231,13,ForestDryPoor
4.49486e-319,0.0017142857142857144,7,ForestDryPoor
4.4949e-319,0.0017142857142857144,7,ForestDryPoor
4.49496e-319,0.0017142857142857144,7,ForestDryPoor
4.495e-319,0.0017142857142857144,7,ForestDryPoor
4.49506e-319,0.0017142857142857144,7,ForestDryPoor
4.4951e-319,0.0017142857142857144,7,ForestDryPoor
4.49516e-319,0.0017142857142857144,7,ForestDryPoor
4.4952e-319,0.0017142857142857144,7,ForestDryPoor
4.49526e-319,0.007,1,ForestDryPoor
4.5101e-319,0.013333333333333334,6,ForestDryPoor
4.51013e-319,0.013333333333333334,6,ForestDryPoor
4.5102e-319,0.013333333333333334,6,ForestDryPoor
4.51023e-319,0.012,7,ForestDryPoor
4.5103e-319,0.012,7,ForestDryPoor
4.51033e-319,0.012,7,ForestDryPoor
4.51037e-319,0.012,7,ForestDryPoor
4.5104e-319,0.012,7,ForestDryPoor
4.51047e-319,0.012,7,ForestDryPoor
4.5105e-319,0.012,7,ForestDryPoor
4.51057e-319,0.012,7,ForestDryPoor
4.5106e-319,0.012,7,ForestDryPoor
4.51067e-319,0.012,7,ForestDryPoor
4.5107e-319,0.012,7,ForestDryPoor
4.51077e-319,0.012,7,ForestDryPoor
4.5108e-319,0.012,7,ForestDryPoor
4.51087e-319,0.013833333333333335,6,ForestDryPoor
4.5109e-319,0.013833333333333335,6,ForestDryPoor
4.51097e-319,0.013833333333333335,6,ForestDryPoor
4.511e-319,0.013833333333333335,6,ForestDryPoor
4.51304e-319,0.008916666666666666,12,ForestDryPoor
4.5131e-319,0.008916666666666666,12,ForestDryPoor
4.51314e-319,0.008916666666666666,12,ForestDryPoor
4.5132e-319,0.008916666666666666,12,ForestDryPoor
4.51324e-319,0.008916666666666666,12,ForestDryPoor
4.5133e-319,0.008916666666666666,12,ForestDryPoor
4.51334e-319,0.008916666666666666,12,ForestDryPoor
4.5134e-319,0.008916666666666666,12,ForestDryPoor
4.51344e-319,0.008916666666666666,12,ForestDryPoor
4.5135e-319,0.008916666666666666,12,ForestDryPoor
4.51354e-319,0.008916666666666666,12,ForestDryPoor
4.5136e-319,0.00823076923076923,13,ForestDryPoor
4.51364e-319,0.00823076923076923,13,ForestDryPoor
4.5137e-319,0.0027999999999999995,10,ForestDryPoor
4.51373e-319,0.0027999999999999995,10,ForestDryPoor
4.5138e-319,0.002545454545454545,11,ForestDryPoor
4.51383e-319,0.002545454545454545,11,ForestDryPoor
4.5139e-319,0.002545454545454545,11,ForestDryPoor
4.51393e-319,0.0025833333333333333,12,ForestDryPoor
4.514e-319,0.0025833333333333333,12,ForestDryPoor
4.51403e-319,0.0025833333333333333,12,ForestDryPoor
4.5141e-319,0.0025833333333333333,12,ForestDryPoor
4.51413e-319,0.002818181818181818,11,ForestDryPoor
4.5142e-319,0.002818181818181818,11,ForestDryPoor
4.51423e-319,0.002818181818181818,11,ForestDryPoor
4.5143e-319,0.002818181818181818,11,ForestDryPoor
4.51433e-319,0.0033157894736842108,19,ForestDryPoor
4.5144e-319,0.0033157894736842108,19,ForestDryPoor
4.51443e-319,0.0033157894736842108,19,ForestDryPoor
4.5145e-319,0.0033157894736842108,19,ForestDryPoor
4.51452e-319,0.0033157894736842108,19,ForestDryPoor
4.51457e-319,0.0033157894736842108,19,ForestDryPoor
4.5146e-319,0.0032,20,ForestDryPoor
4.51467e-319,0.0032,20,ForestDryPoor
4.5147e-319,0.0032,20,ForestDryPoor
4.51477e-319,0.004285714285714286,21,ForestDryPoor
4.5148e-319,0.004285714285714286,21,ForestDryPoor
4.51487e-319,0.004,26,ForestDryPoor
4.5149e-319,0.004,26,ForestDryPoor
4.51497e-319,0.0038518518518518515,27,ForestDryPoor
4.515e-319,0.0038518518518518515,27,ForestDryPoor
4.51507e-319,0.0035714285714285713,28,ForestDryPoor
4.5151e-319,0.0041333333333333335,30,ForestDryPoor
4.51517e-319,0.0041333333333333335,30,ForestDryPoor
4.5152e-319,0.0041333333333333335,30,ForestDryPoor
4.51527e-319,0.0041333333333333335,30,ForestDryPoor
4.5153e-319,0.0041333333333333335,30,ForestDryPoor
4.51536e-319,0.0041333333333333335,30,ForestDryPoor
4.5154e-319,0.0041333333333333335,30,ForestDryPoor
4.51546e-319,0.0041333333333333335,30,ForestDryPoor
4.5155e-319,0.0041333333333333335,30,ForestDryPoor
4.51556e-319,0.004193548387096774,31,ForestDryPoor
4.5156e-319,0.004193548387096774,31,ForestDryPoor
4.51566e-319,0.004193548387096774,31,ForestDryPoor
4.5157e-319,0.004333333333333333,30,ForestDryPoor
4.51576e-319,0.004333333333333333,30,ForestDryPoor
4.5158e-319,0.005935483870967742,31,ForestDryPoor
4.51586e-319,0.005935483870967742,31,ForestDryPoor
4.5159e-319,0.005935483870967742,31,ForestDryPoor
4.51596e-319,0.005935483870967742,31,ForestDryPoor
4.516e-319,0.005935483870967742,31,ForestDryPoor
4.51606e-319,0.005935483870967742,31,ForestDryPoor
4.5161e-319,0.00584375,32,ForestDryPoor
4.51616e-319,0.00584375,32,ForestDryPoor
4.5162e-319,0.00584375,32,ForestDryPoor
4.51625e-319,0.00584375,32,ForestDryPoor
4.5163e-319,0.00584375,32,ForestDryPoor
4.51635e-319,0.00584375,32,ForestDryPoor
4.5164e-319,0.00584375,32,ForestDryPoor
4.51645e-319,0.00584375,32,ForestDryPoor
4.5165e-319,0.00584375,32,ForestDryPoor
4.51655e-319,0.00584375,32,ForestDryPoor
4.5166e-319,0.00584375,32,ForestDryPoor
4.51665e-319,0.00584375,32,ForestDryPoor
4.5167e-319,0.00584375,32,ForestDryPoor
4.51675e-319,0.00584375,32,ForestDryPoor
4.5168e-319,0.00584375,32,ForestDryPoor
4.51685e-319,0.00584375,32,ForestDryPoor
4.5169e-319,0.00584375,32,ForestDryPoor
4.51695e-319,0.006032258064516129,31,ForestDryPoor
4.51897e-319,0.005928571428571429,28,ForestDryPoor
4.519e-319,0.0063076923076923076,26,ForestDryPoor
4.51907e-319,0.00644,25,ForestDryPoor
4.5191e-319,0.006894736842105263,19,ForestDryPoor
4.51917e-319,0.006894736842105263,19,ForestDryPoor
4.5192e-319,0.006894736842105263,19,ForestDryPoor
4.51927e-319,0.006894736842105263,19,ForestDryPoor
4.5193e-319,0.007222222222222223,18,ForestDryPoor
4.51937e-319,0.006894736842105263,19,ForestDryPoor
4.5194e-319,0.006894736842105263,19,ForestDryPoor
4.51947e-319,0.006894736842105263,19,ForestDryPoor
4.5195e-319,0.006894736842105263,19,ForestDryPoor
4.51956e-319,0.007277777777777778,18,ForestDryPoor
4.5196e-319,0.007277777777777778,18,ForestDryPoor
4.51966e-319,0.007277777777777778,18,ForestDryPoor
4.5197e-319,0.0063750000000000005,16,ForestDryPoor
4.51976e-319,0.0063750000000000005,16,ForestDryPoor
4.5198e-319,0.007583333333333333,12,ForestDryPoor
4.51986e-319,0.007583333333333333,12,ForestDryPoor
4.5199e-319,0.005333333333333333,18,ForestDryPoor
4.52095e-319,0.0018333333333333335,18,ForestDryPoor
