PD,SR,cell,Landuse
2624.2105680000004,23,77800,ForestDryPoor
1984.2995150000002,15,77801,ForestDryPoor
1984.2995150000002,15,77802,ForestDryPoor
1984.2995150000002,15,77803,ForestDryPoor
1984.2995150000002,15,77804,ForestDryPoor
939.4885580000001,10,77805,ForestDryPoor
939.4885580000001,10,77806,ForestDryPoor
939.4885580000001,10,77807,ForestDryPoor
372.03617,4,78107,ForestDryPoor
372.03617,4,78108,ForestDryPoor
372.03617,4,78109,ForestDryPoor
372.03617,4,78110,ForestDryPoor
372.03617,4,78111,ForestDryPoor
372.03617,4,78112,ForestDryPoor
372.03617,4,78113,ForestDryPoor
372.03617,4,78114,ForestDryPoor
372.03617,4,78115,ForestDryPoor
486.63673300000005,5,78116,ForestDryPoor
486.63673300000005,5,78117,ForestDryPoor
486.63673300000005,5,78118,ForestDryPoor
486.63673300000005,5,78119,ForestDryPoor
486.63673300000005,5,78120,ForestDryPoor
695.8495260000001,7,78121,ForestDryPoor
695.8495260000001,7,78122,ForestDryPoor
695.8495260000001,7,78123,ForestDryPoor
695.8495260000001,7,78124,ForestDryPoor
695.8495260000001,7,78125,ForestDryPoor
695.8495260000001,7,78126,ForestDryPoor
1412.678132,14,78187,ForestDryPoor
1528.4636970000001,15,78188,ForestDryPoor
1611.666463,16,78189,ForestDryPoor
1567.479522,16,78190,ForestDryPoor
1567.479522,16,78191,ForestDryPoor
1567.479522,16,78192,ForestDryPoor
1567.479522,16,78193,ForestDryPoor
1615.0808095,17,78194,ForestDryPoor
1649.3610335,18,78195,ForestDryPoor
1704.5220135,19,78196,ForestDryPoor
1724.8791076,21,78197,ForestDryPoor
1612.1779116,20,78198,ForestDryPoor
1705.9081236,21,78199,ForestDryPoor
1818.9694566,23,78200,ForestDryPoor
1905.7980486,25,78201,ForestDryPoor
2025.6722816000001,26,78202,ForestDryPoor
2025.6722816000001,26,78203,ForestDryPoor
1959.5117521,24,78204,ForestDryPoor
2394.0816721,31,78205,ForestDryPoor
2394.0816721,31,78206,ForestDryPoor
3968.4988776020004,50,78247,ForestDryPoor
3945.509417602,49,78248,ForestDryPoor
3945.509417602,49,78249,ForestDryPoor
3833.168688602,48,78250,ForestDryPoor
3833.168688602,48,78251,ForestDryPoor
3833.168688602,48,78252,ForestDryPoor
3735.209130602,46,78253,ForestDryPoor
3735.209130602,46,78254,ForestDryPoor
3735.209130602,46,78255,ForestDryPoor
3735.209130602,46,78256,ForestDryPoor
3735.209130602,46,78257,ForestDryPoor
3788.141892602,47,78258,ForestDryPoor
3755.2238586020003,44,78259,ForestDryPoor
3755.2238586020003,44,78260,ForestDryPoor
3755.2238586020003,44,78261,ForestDryPoor
3755.2238586020003,44,78262,ForestDryPoor
3807.405682602,46,78263,ForestDryPoor
3807.405682602,46,78264,ForestDryPoor
4056.4874986020004,50,78265,ForestDryPoor
4056.4874986020004,50,78266,ForestDryPoor
3145.5876550000003,30,78327,ForestDryPoor
3145.5876550000003,30,78328,ForestDryPoor
3145.5876550000003,30,78329,ForestDryPoor
3145.5876550000003,30,78330,ForestDryPoor
3145.5876550000003,30,78331,ForestDryPoor
3145.5876550000003,30,78332,ForestDryPoor
3145.5876550000003,30,78333,ForestDryPoor
3145.5876550000003,30,78334,ForestDryPoor
3145.5876550000003,30,78335,ForestDryPoor
3145.5876550000003,30,78336,ForestDryPoor
3145.5876550000003,30,78337,ForestDryPoor
3145.5876550000003,30,78338,ForestDryPoor
3145.5876550000003,30,78339,ForestDryPoor
2874.625129,27,78340,ForestDryPoor
2874.625129,27,78341,ForestDryPoor
2874.625129,27,78342,ForestDryPoor
2874.625129,27,78343,ForestDryPoor
2874.625129,27,78344,ForestDryPoor
2874.625129,27,78345,ForestDryPoor
2874.625129,27,78346,ForestDryPoor
2874.625129,27,78347,ForestDryPoor
2874.625129,27,78348,ForestDryPoor
2874.625129,27,78349,ForestDryPoor
2874.625129,27,78350,ForestDryPoor
2874.625129,27,78351,ForestDryPoor
2874.625129,27,78352,ForestDryPoor
2874.625129,27,78353,ForestDryPoor
2874.625129,27,78354,ForestDryPoor
2803.6045200000003,26,78355,ForestDryPoor
2803.6045200000003,26,78356,ForestDryPoor
2803.6045200000003,26,78357,ForestDryPoor
2803.6045200000003,26,78358,ForestDryPoor
2803.6045200000003,26,78359,ForestDryPoor
2803.6045200000003,26,78360,ForestDryPoor
2803.6045200000003,26,78361,ForestDryPoor
2718.572622,24,78362,ForestDryPoor
2718.572622,24,78363,ForestDryPoor
2718.572622,24,78364,ForestDryPoor
2718.572622,24,78365,ForestDryPoor
2718.572622,24,78366,ForestDryPoor
2718.572622,24,78367,ForestDryPoor
2718.572622,24,78368,ForestDryPoor
2718.572622,24,78369,ForestDryPoor
2718.572622,24,78370,ForestDryPoor
2718.572622,24,78371,ForestDryPoor
2718.572622,24,78372,ForestDryPoor
2718.572622,24,78373,ForestDryPoor
2718.572622,24,78374,ForestDryPoor
2718.572622,24,78375,ForestDryPoor
2718.572622,24,78376,ForestDryPoor
2718.572622,24,78377,ForestDryPoor
2718.572622,24,78378,ForestDryPoor
2718.572622,24,78379,ForestDryPoor
2718.572622,24,78380,ForestDryPoor
2718.572622,24,78381,ForestDryPoor
2718.572622,24,78382,ForestDryPoor
2718.572622,24,78383,ForestDryPoor
2718.572622,24,78384,ForestDryPoor
2718.572622,24,78385,ForestDryPoor
2624.2105680000004,23,78386,ForestDryPoor
2624.2105680000004,23,78387,ForestDryPoor
2624.2105680000004,23,78388,ForestDryPoor
2624.2105680000004,23,78389,ForestDryPoor
2624.2105680000004,23,78390,ForestDryPoor
2624.2105680000004,23,78391,ForestDryPoor
2624.2105680000004,23,78392,ForestDryPoor
2624.2105680000004,23,78393,ForestDryPoor
2624.2105680000004,23,78394,ForestDryPoor
2624.2105680000004,23,78395,ForestDryPoor
2624.2105680000004,23,78396,ForestDryPoor
2624.2105680000004,23,78397,ForestDryPoor
2624.2105680000004,23,78398,ForestDryPoor
2624.2105680000004,23,78399,ForestDryPoor
1984.2995150000002,15,78400,ForestDryPoor
1984.2995150000002,15,78401,ForestDryPoor
1984.2995150000002,15,78402,ForestDryPoor
1984.2995150000002,15,78403,ForestDryPoor
939.4885580000001,10,78404,ForestDryPoor
939.4885580000001,10,78405,ForestDryPoor
939.4885580000001,10,78406,ForestDryPoor
372.03617,4,78706,ForestDryPoor
372.03617,4,78707,ForestDryPoor
372.03617,4,78708,ForestDryPoor
372.03617,4,78709,ForestDryPoor
372.03617,4,78710,ForestDryPoor
372.03617,4,78711,ForestDryPoor
372.03617,4,78712,ForestDryPoor
486.63673300000005,5,78713,ForestDryPoor
486.63673300000005,5,78714,ForestDryPoor
486.63673300000005,5,78715,ForestDryPoor
486.63673300000005,5,78716,ForestDryPoor
486.63673300000005,5,78717,ForestDryPoor
486.63673300000005,5,78718,ForestDryPoor
695.8495260000001,7,78719,ForestDryPoor
695.8495260000001,7,78720,ForestDryPoor
695.8495260000001,7,78721,ForestDryPoor
695.8495260000001,7,78722,ForestDryPoor
695.8495260000001,7,78723,ForestDryPoor
695.8495260000001,7,78724,ForestDryPoor
695.8495260000001,7,78725,ForestDryPoor
1528.4636970000001,15,78786,ForestDryPoor
1528.4636970000001,15,78787,ForestDryPoor
1611.666463,16,78788,ForestDryPoor
1652.9580780000001,17,78789,ForestDryPoor
1567.479522,16,78790,ForestDryPoor
1567.479522,16,78791,ForestDryPoor
1567.479522,16,78792,ForestDryPoor
1615.0808095,17,78793,ForestDryPoor
1649.3610335,18,78794,ForestDryPoor
1704.5220135,19,78795,ForestDryPoor
1724.8791076,21,78796,ForestDryPoor
1724.8791076,21,78797,ForestDryPoor
1612.1779116,20,78798,ForestDryPoor
1705.9081236,21,78799,ForestDryPoor
1818.9694566,23,78800,ForestDryPoor
1887.2388066,24,78801,ForestDryPoor
2007.1130396,25,78802,ForestDryPoor
2007.1130396,25,78803,ForestDryPoor
2296.1221141,29,78804,ForestDryPoor
2460.0630501,31,78805,ForestDryPoor
3847.549859602,47,78846,ForestDryPoor
3847.549859602,47,78847,ForestDryPoor
3847.549859602,47,78848,ForestDryPoor
3735.209130602,46,78849,ForestDryPoor
3735.209130602,46,78850,ForestDryPoor
3694.920195602,45,78851,ForestDryPoor
3694.920195602,45,78852,ForestDryPoor
3694.920195602,45,78853,ForestDryPoor
3694.920195602,45,78854,ForestDryPoor
3694.920195602,45,78855,ForestDryPoor
3694.920195602,45,78856,ForestDryPoor
3747.852957602,46,78857,ForestDryPoor
3746.605476602,45,78858,ForestDryPoor
3714.9349236020003,43,78859,ForestDryPoor
3714.9349236020003,43,78860,ForestDryPoor
3714.9349236020003,43,78861,ForestDryPoor
3767.116747602,45,78862,ForestDryPoor
3767.116747602,45,78863,ForestDryPoor
4016.1985636020004,49,78864,ForestDryPoor
4016.1985636020004,49,78865,ForestDryPoor
3145.5876550000003,30,78926,ForestDryPoor
3145.5876550000003,30,78927,ForestDryPoor
3145.5876550000003,30,78928,ForestDryPoor
3145.5876550000003,30,78929,ForestDryPoor
3145.5876550000003,30,78930,ForestDryPoor
3145.5876550000003,30,78931,ForestDryPoor
3145.5876550000003,30,78932,ForestDryPoor
3145.5876550000003,30,78933,ForestDryPoor
3145.5876550000003,30,78934,ForestDryPoor
3145.5876550000003,30,78935,ForestDryPoor
3145.5876550000003,30,78936,ForestDryPoor
3145.5876550000003,30,78937,ForestDryPoor
2874.625129,27,78938,ForestDryPoor
2874.625129,27,78939,ForestDryPoor
2874.625129,27,78940,ForestDryPoor
2874.625129,27,78941,ForestDryPoor
2874.625129,27,78942,ForestDryPoor
2874.625129,27,78943,ForestDryPoor
2874.625129,27,78944,ForestDryPoor
2874.625129,27,78945,ForestDryPoor
2874.625129,27,78946,ForestDryPoor
2874.625129,27,78947,ForestDryPoor
2874.625129,27,78948,ForestDryPoor
2874.625129,27,78949,ForestDryPoor
2874.625129,27,78950,ForestDryPoor
2874.625129,27,78951,ForestDryPoor
2874.625129,27,78952,ForestDryPoor
2874.625129,27,78953,ForestDryPoor
2803.6045200000003,26,78954,ForestDryPoor
2803.6045200000003,26,78955,ForestDryPoor
2803.6045200000003,26,78956,ForestDryPoor
2803.6045200000003,26,78957,ForestDryPoor
2803.6045200000003,26,78958,ForestDryPoor
2803.6045200000003,26,78959,ForestDryPoor
2803.6045200000003,26,78960,ForestDryPoor
2718.572622,24,78961,ForestDryPoor
2718.572622,24,78962,ForestDryPoor
2718.572622,24,78963,ForestDryPoor
2718.572622,24,78964,ForestDryPoor
2718.572622,24,78965,ForestDryPoor
2718.572622,24,78966,ForestDryPoor
2718.572622,24,78967,ForestDryPoor
2718.572622,24,78968,ForestDryPoor
2718.572622,24,78969,ForestDryPoor
2718.572622,24,78970,ForestDryPoor
2718.572622,24,78971,ForestDryPoor
2718.572622,24,78972,ForestDryPoor
2718.572622,24,78973,ForestDryPoor
2718.572622,24,78974,ForestDryPoor
2718.572622,24,78975,ForestDryPoor
2718.572622,24,78976,ForestDryPoor
2718.572622,24,78977,ForestDryPoor
2718.572622,24,78978,ForestDryPoor
2718.572622,24,78979,ForestDryPoor
2718.572622,24,78980,ForestDryPoor
2718.572622,24,78981,ForestDryPoor
2718.572622,24,78982,ForestDryPoor
2718.572622,24,78983,ForestDryPoor
2718.572622,24,78984,ForestDryPoor
2624.2105680000004,23,78985,ForestDryPoor
2624.2105680000004,23,78986,ForestDryPoor
2624.2105680000004,23,78987,ForestDryPoor
2624.2105680000004,23,78988,ForestDryPoor
2624.2105680000004,23,78989,ForestDryPoor
2624.2105680000004,23,78990,ForestDryPoor
2624.2105680000004,23,78991,ForestDryPoor
2624.2105680000004,23,78992,ForestDryPoor
2624.2105680000004,23,78993,ForestDryPoor
2624.2105680000004,23,78994,ForestDryPoor
2624.2105680000004,23,78995,ForestDryPoor
2624.2105680000004,23,78996,ForestDryPoor
2624.2105680000004,23,78997,ForestDryPoor
2624.2105680000004,23,78998,ForestDryPoor
2624.2105680000004,23,78999,ForestDryPoor
1984.2995150000002,15,79000,ForestDryPoor
1984.2995150000002,15,79001,ForestDryPoor
1984.2995150000002,15,79002,ForestDryPoor
1984.2995150000002,15,79003,ForestDryPoor
939.4885580000001,10,79004,ForestDryPoor
939.4885580000001,10,79005,ForestDryPoor
372.03617,4,79305,ForestDryPoor
372.03617,4,79306,ForestDryPoor
372.03617,4,79307,ForestDryPoor
372.03617,4,79308,ForestDryPoor
372.03617,4,79309,ForestDryPoor
486.63673300000005,5,79310,ForestDryPoor
486.63673300000005,5,79311,ForestDryPoor
486.63673300000005,5,79312,ForestDryPoor
486.63673300000005,5,79313,ForestDryPoor
486.63673300000005,5,79314,ForestDryPoor
486.63673300000005,5,79315,ForestDryPoor
486.63673300000005,5,79316,ForestDryPoor
695.8495260000001,7,79317,ForestDryPoor
695.8495260000001,7,79318,ForestDryPoor
695.8495260000001,7,79319,ForestDryPoor
695.8495260000001,7,79320,ForestDryPoor
695.8495260000001,7,79321,ForestDryPoor
695.8495260000001,7,79322,ForestDryPoor
695.8495260000001,7,79323,ForestDryPoor
695.8495260000001,7,79324,ForestDryPoor
1528.4636970000001,15,79385,ForestDryPoor
1611.666463,16,79386,ForestDryPoor
1611.666463,16,79387,ForestDryPoor
1652.9580780000001,17,79388,ForestDryPoor
1652.9580780000001,17,79389,ForestDryPoor
1567.479522,16,79390,ForestDryPoor
1567.479522,16,79391,ForestDryPoor
1567.479522,16,79392,ForestDryPoor
1649.3610335,18,79393,ForestDryPoor
1649.3610335,18,79394,ForestDryPoor
1704.5220135,19,79395,ForestDryPoor
1724.8791076,21,79396,ForestDryPoor
1724.8791076,21,79397,ForestDryPoor
1612.1779116,20,79398,ForestDryPoor
1705.9081236,21,79399,ForestDryPoor
1887.2388066,24,79400,ForestDryPoor
1887.2388066,24,79401,ForestDryPoor
2362.2826436,31,79402,ForestDryPoor
2526.2235796,33,79403,ForestDryPoor
2460.0630501,31,79404,ForestDryPoor
3807.260924602,46,79445,ForestDryPoor
3807.260924602,46,79446,ForestDryPoor
3807.260924602,46,79447,ForestDryPoor
3694.920195602,45,79448,ForestDryPoor
3694.920195602,45,79449,ForestDryPoor
3694.920195602,45,79450,ForestDryPoor
3694.920195602,45,79451,ForestDryPoor
3694.920195602,45,79452,ForestDryPoor
3694.920195602,45,79453,ForestDryPoor
3694.920195602,45,79454,ForestDryPoor
3747.852957602,46,79455,ForestDryPoor
3747.852957602,46,79456,ForestDryPoor
3747.852957602,46,79457,ForestDryPoor
3714.9349236020003,43,79458,ForestDryPoor
3714.9349236020003,43,79459,ForestDryPoor
3714.9349236020003,43,79460,ForestDryPoor
3767.116747602,45,79461,ForestDryPoor
3767.116747602,45,79462,ForestDryPoor
3767.116747602,45,79463,ForestDryPoor
4016.1985636020004,49,79464,ForestDryPoor
3145.5876550000003,30,79525,ForestDryPoor
3145.5876550000003,30,79526,ForestDryPoor
3145.5876550000003,30,79527,ForestDryPoor
3145.5876550000003,30,79528,ForestDryPoor
3145.5876550000003,30,79529,ForestDryPoor
3145.5876550000003,30,79530,ForestDryPoor
3145.5876550000003,30,79531,ForestDryPoor
3145.5876550000003,30,79532,ForestDryPoor
3145.5876550000003,30,79533,ForestDryPoor
3145.5876550000003,30,79534,ForestDryPoor
3145.5876550000003,30,79535,ForestDryPoor
2874.625129,27,79536,ForestDryPoor
2874.625129,27,79537,ForestDryPoor
2874.625129,27,79538,ForestDryPoor
2874.625129,27,79539,ForestDryPoor
2874.625129,27,79540,ForestDryPoor
2874.625129,27,79541,ForestDryPoor
2874.625129,27,79542,ForestDryPoor
2874.625129,27,79543,ForestDryPoor
2874.625129,27,79544,ForestDryPoor
2874.625129,27,79545,ForestDryPoor
2874.625129,27,79546,ForestDryPoor
2874.625129,27,79547,ForestDryPoor
2874.625129,27,79548,ForestDryPoor
2874.625129,27,79549,ForestDryPoor
2874.625129,27,79550,ForestDryPoor
2874.625129,27,79551,ForestDryPoor
2874.625129,27,79552,ForestDryPoor
2803.6045200000003,26,79553,ForestDryPoor
2803.6045200000003,26,79554,ForestDryPoor
2803.6045200000003,26,79555,ForestDryPoor
2803.6045200000003,26,79556,ForestDryPoor
2803.6045200000003,26,79557,ForestDryPoor
2803.6045200000003,26,79558,ForestDryPoor
2803.6045200000003,26,79559,ForestDryPoor
2718.572622,24,79560,ForestDryPoor
2718.572622,24,79561,ForestDryPoor
2718.572622,24,79562,ForestDryPoor
2718.572622,24,79563,ForestDryPoor
2718.572622,24,79564,ForestDryPoor
2718.572622,24,79565,ForestDryPoor
2718.572622,24,79566,ForestDryPoor
2718.572622,24,79567,ForestDryPoor
2718.572622,24,79568,ForestDryPoor
2718.572622,24,79569,ForestDryPoor
2718.572622,24,79570,ForestDryPoor
2718.572622,24,79571,ForestDryPoor
2718.572622,24,79572,ForestDryPoor
2718.572622,24,79573,ForestDryPoor
2718.572622,24,79574,ForestDryPoor
2718.572622,24,79575,ForestDryPoor
2718.572622,24,79576,ForestDryPoor
2718.572622,24,79577,ForestDryPoor
2718.572622,24,79578,ForestDryPoor
2718.572622,24,79579,ForestDryPoor
2718.572622,24,79580,ForestDryPoor
2718.572622,24,79581,ForestDryPoor
2718.572622,24,79582,ForestDryPoor
2718.572622,24,79583,ForestDryPoor
2718.572622,24,79584,ForestDryPoor
2624.2105680000004,23,79585,ForestDryPoor
2624.2105680000004,23,79586,ForestDryPoor
2624.2105680000004,23,79587,ForestDryPoor
2624.2105680000004,23,79588,ForestDryPoor
2624.2105680000004,23,79589,ForestDryPoor
2624.2105680000004,23,79590,ForestDryPoor
2624.2105680000004,23,79591,ForestDryPoor
2624.2105680000004,23,79592,ForestDryPoor
2624.2105680000004,23,79593,ForestDryPoor
2624.2105680000004,23,79594,ForestDryPoor
2624.2105680000004,23,79595,ForestDryPoor
2624.2105680000004,23,79596,ForestDryPoor
2624.2105680000004,23,79597,ForestDryPoor
2624.2105680000004,23,79598,ForestDryPoor
1984.2995150000002,15,79599,ForestDryPoor
1984.2995150000002,15,79600,ForestDryPoor
1984.2995150000002,15,79601,ForestDryPoor
1984.2995150000002,15,79602,ForestDryPoor
939.4885580000001,10,79603,ForestDryPoor
939.4885580000001,10,79604,ForestDryPoor
372.03617,4,79904,ForestDryPoor
372.03617,4,79905,ForestDryPoor
486.63673300000005,5,79906,ForestDryPoor
486.63673300000005,5,79907,ForestDryPoor
486.63673300000005,5,79908,ForestDryPoor
486.63673300000005,5,79909,ForestDryPoor
486.63673300000005,5,79910,ForestDryPoor
486.63673300000005,5,79911,ForestDryPoor
486.63673300000005,5,79912,ForestDryPoor
486.63673300000005,5,79913,ForestDryPoor
486.63673300000005,5,79914,ForestDryPoor
610.3709690000001,6,79915,ForestDryPoor
695.8495260000001,7,79916,ForestDryPoor
695.8495260000001,7,79917,ForestDryPoor
695.8495260000001,7,79918,ForestDryPoor
695.8495260000001,7,79919,ForestDryPoor
695.8495260000001,7,79920,ForestDryPoor
695.8495260000001,7,79921,ForestDryPoor
695.8495260000001,7,79922,ForestDryPoor
695.8495260000001,7,79923,ForestDryPoor
1528.4636970000001,15,79984,ForestDryPoor
1611.666463,16,79985,ForestDryPoor
1611.666463,16,79986,ForestDryPoor
1652.9580780000001,17,79987,ForestDryPoor
1652.9580780000001,17,79988,ForestDryPoor
1652.9580780000001,17,79989,ForestDryPoor
1567.479522,16,79990,ForestDryPoor
1601.759746,17,79991,ForestDryPoor
1649.3610335,18,79992,ForestDryPoor
1649.3610335,18,79993,ForestDryPoor
1704.5220135,19,79994,ForestDryPoor
1704.5220135,19,79995,ForestDryPoor
1724.8791076,21,79996,ForestDryPoor
1612.1779116,20,79997,ForestDryPoor
1705.9081236,21,79998,ForestDryPoor
1705.9081236,21,79999,ForestDryPoor
2242.4084106,30,80000,ForestDryPoor
2480.8612476,32,80001,ForestDryPoor
2526.2235796,33,80002,ForestDryPoor
2693.2202456,35,80003,ForestDryPoor
3807.260924602,46,80044,ForestDryPoor
3807.260924602,46,80045,ForestDryPoor
3807.260924602,46,80046,ForestDryPoor
3694.920195602,45,80047,ForestDryPoor
3694.920195602,45,80048,ForestDryPoor
3694.920195602,45,80049,ForestDryPoor
3694.920195602,45,80050,ForestDryPoor
3694.920195602,45,80051,ForestDryPoor
3694.920195602,45,80052,ForestDryPoor
3694.920195602,45,80053,ForestDryPoor
3747.852957602,46,80054,ForestDryPoor
3747.852957602,46,80055,ForestDryPoor
3747.852957602,46,80056,ForestDryPoor
3714.9349236020003,43,80057,ForestDryPoor
3714.9349236020003,43,80058,ForestDryPoor
3714.9349236020003,43,80059,ForestDryPoor
3767.116747602,45,80060,ForestDryPoor
3767.116747602,45,80061,ForestDryPoor
3767.116747602,45,80062,ForestDryPoor
3767.116747602,45,80063,ForestDryPoor
3145.5876550000003,30,80124,ForestDryPoor
3145.5876550000003,30,80125,ForestDryPoor
3145.5876550000003,30,80126,ForestDryPoor
2499.940641,29,80127,ForestDryPoor
2499.940641,29,80128,ForestDryPoor
2499.940641,29,80129,ForestDryPoor
2499.940641,29,80130,ForestDryPoor
2499.940641,29,80131,ForestDryPoor
2499.940641,29,80132,ForestDryPoor
2499.940641,29,80133,ForestDryPoor
2228.9781150000003,26,80134,ForestDryPoor
2228.9781150000003,26,80135,ForestDryPoor
2228.9781150000003,26,80136,ForestDryPoor
2228.9781150000003,26,80137,ForestDryPoor
2228.9781150000003,26,80138,ForestDryPoor
2228.9781150000003,26,80139,ForestDryPoor
2228.9781150000003,26,80140,ForestDryPoor
2228.9781150000003,26,80141,ForestDryPoor
2228.9781150000003,26,80142,ForestDryPoor
2228.9781150000003,26,80143,ForestDryPoor
2228.9781150000003,26,80144,ForestDryPoor
2228.9781150000003,26,80145,ForestDryPoor
2228.9781150000003,26,80146,ForestDryPoor
2228.9781150000003,26,80147,ForestDryPoor
2228.9781150000003,26,80148,ForestDryPoor
2228.9781150000003,26,80149,ForestDryPoor
2228.9781150000003,26,80150,ForestDryPoor
2228.9781150000003,26,80151,ForestDryPoor
2228.9781150000003,26,80152,ForestDryPoor
2157.957506,25,80153,ForestDryPoor
2157.957506,25,80154,ForestDryPoor
2157.957506,25,80155,ForestDryPoor
2157.957506,25,80156,ForestDryPoor
