PD,SR,cell,Landuse
3895.992712602,52,75260,ForestDryPoor
3895.992712602,52,75261,ForestDryPoor
3859.540750602,48,75262,ForestDryPoor
3859.540750602,48,75263,ForestDryPoor
3912.473512602,49,75264,ForestDryPoor
3912.473512602,49,75265,ForestDryPoor
4161.555328602,53,75266,ForestDryPoor
4161.555328602,53,75267,ForestDryPoor
4161.555328602,53,75268,ForestDryPoor
4213.737152602001,55,75269,ForestDryPoor
4213.737152602001,55,75270,ForestDryPoor
4213.737152602001,55,75271,ForestDryPoor
3230.5659840000003,35,75332,ForestDryPoor
3230.5659840000003,35,75333,ForestDryPoor
3230.5659840000003,35,75334,ForestDryPoor
3230.5659840000003,35,75335,ForestDryPoor
3230.5659840000003,35,75336,ForestDryPoor
3230.5659840000003,35,75337,ForestDryPoor
3230.5659840000003,35,75338,ForestDryPoor
3230.5659840000003,35,75339,ForestDryPoor
3230.5659840000003,35,75340,ForestDryPoor
3230.5659840000003,35,75341,ForestDryPoor
3230.5659840000003,35,75342,ForestDryPoor
3230.5659840000003,35,75343,ForestDryPoor
3230.5659840000003,35,75344,ForestDryPoor
3230.5659840000003,35,75345,ForestDryPoor
3230.5659840000003,35,75346,ForestDryPoor
3230.5659840000003,35,75347,ForestDryPoor
3230.5659840000003,35,75348,ForestDryPoor
3010.8141000000005,32,75349,ForestDryPoor
3010.8141000000005,32,75350,ForestDryPoor
3010.8141000000005,32,75351,ForestDryPoor
3010.8141000000005,32,75352,ForestDryPoor
3010.8141000000005,32,75353,ForestDryPoor
3010.8141000000005,32,75354,ForestDryPoor
3010.8141000000005,32,75355,ForestDryPoor
3010.8141000000005,32,75356,ForestDryPoor
3010.8141000000005,32,75357,ForestDryPoor
3010.8141000000005,32,75358,ForestDryPoor
2957.881338,31,75359,ForestDryPoor
2957.881338,31,75360,ForestDryPoor
2957.881338,31,75361,ForestDryPoor
2957.881338,31,75362,ForestDryPoor
2957.881338,31,75363,ForestDryPoor
2957.881338,31,75364,ForestDryPoor
2957.881338,31,75365,ForestDryPoor
2923.6011140000005,30,75366,ForestDryPoor
2872.8494400000004,29,75367,ForestDryPoor
2872.8494400000004,29,75368,ForestDryPoor
2872.8494400000004,29,75369,ForestDryPoor
2872.8494400000004,29,75370,ForestDryPoor
2872.8494400000004,29,75371,ForestDryPoor
2872.8494400000004,29,75372,ForestDryPoor
2872.8494400000004,29,75373,ForestDryPoor
2872.8494400000004,29,75374,ForestDryPoor
2872.8494400000004,29,75375,ForestDryPoor
2872.8494400000004,29,75376,ForestDryPoor
2872.8494400000004,29,75377,ForestDryPoor
2872.8494400000004,29,75378,ForestDryPoor
2872.8494400000004,29,75379,ForestDryPoor
2872.8494400000004,29,75380,ForestDryPoor
2872.8494400000004,29,75381,ForestDryPoor
2872.8494400000004,29,75382,ForestDryPoor
2872.8494400000004,29,75383,ForestDryPoor
2872.8494400000004,29,75384,ForestDryPoor
2872.8494400000004,29,75385,ForestDryPoor
2872.8494400000004,29,75386,ForestDryPoor
2778.4873860000002,28,75387,ForestDryPoor
2778.4873860000002,28,75388,ForestDryPoor
2778.4873860000002,28,75389,ForestDryPoor
2778.4873860000002,28,75390,ForestDryPoor
2767.7415920000003,27,75391,ForestDryPoor
2767.7415920000003,27,75392,ForestDryPoor
2767.7415920000003,27,75393,ForestDryPoor
2767.7415920000003,27,75394,ForestDryPoor
2767.7415920000003,27,75395,ForestDryPoor
2767.7415920000003,27,75396,ForestDryPoor
2767.7415920000003,27,75397,ForestDryPoor
2767.7415920000003,27,75398,ForestDryPoor
2767.7415920000003,27,75399,ForestDryPoor
2767.7415920000003,27,75400,ForestDryPoor
2767.7415920000003,27,75401,ForestDryPoor
2159.363644,19,75402,ForestDryPoor
2159.363644,19,75403,ForestDryPoor
2159.363644,19,75404,ForestDryPoor
2159.363644,19,75405,ForestDryPoor
1059.3917070000002,13,75406,ForestDryPoor
1059.3917070000002,13,75407,ForestDryPoor
1059.3917070000002,13,75408,ForestDryPoor
1059.3917070000002,13,75409,ForestDryPoor
1059.3917070000002,13,75410,ForestDryPoor
1059.3917070000002,13,75411,ForestDryPoor
372.03617,4,75711,ForestDryPoor
372.03617,4,75712,ForestDryPoor
372.03617,4,75713,ForestDryPoor
372.03617,4,75714,ForestDryPoor
372.03617,4,75715,ForestDryPoor
372.03617,4,75716,ForestDryPoor
372.03617,4,75717,ForestDryPoor
372.03617,4,75718,ForestDryPoor
372.03617,4,75719,ForestDryPoor
372.03617,4,75720,ForestDryPoor
372.03617,4,75721,ForestDryPoor
372.03617,4,75722,ForestDryPoor
372.03617,4,75723,ForestDryPoor
372.03617,4,75724,ForestDryPoor
372.03617,4,75725,ForestDryPoor
372.03617,4,75726,ForestDryPoor
372.03617,4,75727,ForestDryPoor
372.03617,4,75728,ForestDryPoor
495.77040700000003,5,75729,ForestDryPoor
581.2489630000001,6,75730,ForestDryPoor
1330.733504,14,75791,ForestDryPoor
1330.733504,14,75792,ForestDryPoor
1446.519069,15,75793,ForestDryPoor
1446.519069,15,75794,ForestDryPoor
1529.721835,16,75795,ForestDryPoor
1571.01345,17,75796,ForestDryPoor
1618.6147375,18,75797,ForestDryPoor
1577.4812775999999,19,75798,ForestDryPoor
1581.4316156,20,75799,ForestDryPoor
1675.1618276,21,75800,ForestDryPoor
1822.5033846,24,75801,ForestDryPoor
1727.3858821000001,23,75802,ForestDryPoor
1847.2601151000001,24,75803,ForestDryPoor
1847.2601151000001,24,75804,ForestDryPoor
1847.2601151000001,24,75805,ForestDryPoor
1847.2601151000001,24,75806,ForestDryPoor
1963.0456801,25,75807,ForestDryPoor
1963.0456801,25,75808,ForestDryPoor
1963.0456801,25,75809,ForestDryPoor
1963.0456801,25,75810,ForestDryPoor
4008.333441602,53,75851,ForestDryPoor
4008.333441602,53,75852,ForestDryPoor
3895.992712602,52,75853,ForestDryPoor
3895.992712602,52,75854,ForestDryPoor
3895.992712602,52,75855,ForestDryPoor
3895.992712602,52,75856,ForestDryPoor
3895.992712602,52,75857,ForestDryPoor
3861.7122946020004,51,75858,ForestDryPoor
3861.7122946020004,51,75859,ForestDryPoor
3861.7122946020004,51,75860,ForestDryPoor
3856.3622176020003,49,75861,ForestDryPoor
3825.2603326020003,47,75862,ForestDryPoor
3878.193094602,48,75863,ForestDryPoor
3878.193094602,48,75864,ForestDryPoor
4127.274910602,52,75865,ForestDryPoor
4127.274910602,52,75866,ForestDryPoor
4127.274910602,52,75867,ForestDryPoor
4177.436516602001,53,75868,ForestDryPoor
4177.436516602001,53,75869,ForestDryPoor
4177.436516602001,53,75870,ForestDryPoor
3219.8201900000004,34,75931,ForestDryPoor
3219.8201900000004,34,75932,ForestDryPoor
3219.8201900000004,34,75933,ForestDryPoor
3219.8201900000004,34,75934,ForestDryPoor
3219.8201900000004,34,75935,ForestDryPoor
3219.8201900000004,34,75936,ForestDryPoor
3219.8201900000004,34,75937,ForestDryPoor
3219.8201900000004,34,75938,ForestDryPoor
3219.8201900000004,34,75939,ForestDryPoor
3219.8201900000004,34,75940,ForestDryPoor
3219.8201900000004,34,75941,ForestDryPoor
3219.8201900000004,34,75942,ForestDryPoor
3219.8201900000004,34,75943,ForestDryPoor
3219.8201900000004,34,75944,ForestDryPoor
3219.8201900000004,34,75945,ForestDryPoor
3219.8201900000004,34,75946,ForestDryPoor
3000.068306,31,75947,ForestDryPoor
3000.068306,31,75948,ForestDryPoor
3000.068306,31,75949,ForestDryPoor
3000.068306,31,75950,ForestDryPoor
3000.068306,31,75951,ForestDryPoor
3000.068306,31,75952,ForestDryPoor
3000.068306,31,75953,ForestDryPoor
3000.068306,31,75954,ForestDryPoor
3000.068306,31,75955,ForestDryPoor
3000.068306,31,75956,ForestDryPoor
3000.068306,31,75957,ForestDryPoor
2947.135544,30,75958,ForestDryPoor
2947.135544,30,75959,ForestDryPoor
2947.135544,30,75960,ForestDryPoor
2947.135544,30,75961,ForestDryPoor
2947.135544,30,75962,ForestDryPoor
2947.135544,30,75963,ForestDryPoor
2947.135544,30,75964,ForestDryPoor
2947.135544,30,75965,ForestDryPoor
2862.1036460000005,28,75966,ForestDryPoor
2862.1036460000005,28,75967,ForestDryPoor
2862.1036460000005,28,75968,ForestDryPoor
2862.1036460000005,28,75969,ForestDryPoor
2862.1036460000005,28,75970,ForestDryPoor
2862.1036460000005,28,75971,ForestDryPoor
2862.1036460000005,28,75972,ForestDryPoor
2862.1036460000005,28,75973,ForestDryPoor
2862.1036460000005,28,75974,ForestDryPoor
2862.1036460000005,28,75975,ForestDryPoor
2862.1036460000005,28,75976,ForestDryPoor
2862.1036460000005,28,75977,ForestDryPoor
2862.1036460000005,28,75978,ForestDryPoor
2862.1036460000005,28,75979,ForestDryPoor
2862.1036460000005,28,75980,ForestDryPoor
2862.1036460000005,28,75981,ForestDryPoor
2862.1036460000005,28,75982,ForestDryPoor
2862.1036460000005,28,75983,ForestDryPoor
2862.1036460000005,28,75984,ForestDryPoor
2862.1036460000005,28,75985,ForestDryPoor
2862.1036460000005,28,75986,ForestDryPoor
2767.7415920000003,27,75987,ForestDryPoor
2767.7415920000003,27,75988,ForestDryPoor
2767.7415920000003,27,75989,ForestDryPoor
2767.7415920000003,27,75990,ForestDryPoor
2767.7415920000003,27,75991,ForestDryPoor
2767.7415920000003,27,75992,ForestDryPoor
2767.7415920000003,27,75993,ForestDryPoor
2767.7415920000003,27,75994,ForestDryPoor
2767.7415920000003,27,75995,ForestDryPoor
2767.7415920000003,27,75996,ForestDryPoor
2767.7415920000003,27,75997,ForestDryPoor
2767.7415920000003,27,75998,ForestDryPoor
2767.7415920000003,27,75999,ForestDryPoor
2767.7415920000003,27,76000,ForestDryPoor
2767.7415920000003,27,76001,ForestDryPoor
2159.363644,19,76002,ForestDryPoor
2159.363644,19,76003,ForestDryPoor
2159.363644,19,76004,ForestDryPoor
2159.363644,19,76005,ForestDryPoor
1059.3917070000002,13,76006,ForestDryPoor
1059.3917070000002,13,76007,ForestDryPoor
1059.3917070000002,13,76008,ForestDryPoor
1059.3917070000002,13,76009,ForestDryPoor
1059.3917070000002,13,76010,ForestDryPoor
372.03617,4,76310,ForestDryPoor
372.03617,4,76311,ForestDryPoor
372.03617,4,76312,ForestDryPoor
372.03617,4,76313,ForestDryPoor
372.03617,4,76314,ForestDryPoor
372.03617,4,76315,ForestDryPoor
372.03617,4,76316,ForestDryPoor
372.03617,4,76317,ForestDryPoor
372.03617,4,76318,ForestDryPoor
372.03617,4,76319,ForestDryPoor
372.03617,4,76320,ForestDryPoor
372.03617,4,76321,ForestDryPoor
372.03617,4,76322,ForestDryPoor
372.03617,4,76323,ForestDryPoor
372.03617,4,76324,ForestDryPoor
372.03617,4,76325,ForestDryPoor
372.03617,4,76326,ForestDryPoor
495.77040700000003,5,76327,ForestDryPoor
581.2489630000001,6,76328,ForestDryPoor
581.2489630000001,6,76329,ForestDryPoor
1330.733504,14,76390,ForestDryPoor
1330.733504,14,76391,ForestDryPoor
1446.519069,15,76392,ForestDryPoor
1529.721835,16,76393,ForestDryPoor
1571.01345,17,76394,ForestDryPoor
1571.01345,17,76395,ForestDryPoor
1618.6147375,18,76396,ForestDryPoor
1690.1824735999999,20,76397,ForestDryPoor
1577.4812775999999,19,76398,ForestDryPoor
1675.1618276,21,76399,ForestDryPoor
1709.4420516,22,76400,ForestDryPoor
1890.7727346,25,76401,ForestDryPoor
1890.7727346,25,76402,ForestDryPoor
1847.2601151000001,24,76403,ForestDryPoor
1843.7261871,23,76404,ForestDryPoor
1959.5117521,24,76405,ForestDryPoor
1959.5117521,24,76406,ForestDryPoor
1959.5117521,24,76407,ForestDryPoor
1959.5117521,24,76408,ForestDryPoor
1959.5117521,24,76409,ForestDryPoor
3968.4988776020004,50,76450,ForestDryPoor
3968.4988776020004,50,76451,ForestDryPoor
3856.1581486020004,49,76452,ForestDryPoor
3856.1581486020004,49,76453,ForestDryPoor
3856.1581486020004,49,76454,ForestDryPoor
3856.1581486020004,49,76455,ForestDryPoor
3856.1581486020004,49,76456,ForestDryPoor
3856.1581486020004,49,76457,ForestDryPoor
3856.1581486020004,49,76458,ForestDryPoor
3856.1581486020004,49,76459,ForestDryPoor
3856.1581486020004,49,76460,ForestDryPoor
3823.240114602,46,76461,ForestDryPoor
3876.172876602,47,76462,ForestDryPoor
3876.172876602,47,76463,ForestDryPoor
3876.172876602,47,76464,ForestDryPoor
4125.254692602,51,76465,ForestDryPoor
4177.436516602001,53,76466,ForestDryPoor
4177.436516602001,53,76467,ForestDryPoor
4177.436516602001,53,76468,ForestDryPoor
4177.436516602001,53,76469,ForestDryPoor
3219.8201900000004,34,76530,ForestDryPoor
3219.8201900000004,34,76531,ForestDryPoor
3219.8201900000004,34,76532,ForestDryPoor
3219.8201900000004,34,76533,ForestDryPoor
3219.8201900000004,34,76534,ForestDryPoor
3219.8201900000004,34,76535,ForestDryPoor
3219.8201900000004,34,76536,ForestDryPoor
3219.8201900000004,34,76537,ForestDryPoor
3219.8201900000004,34,76538,ForestDryPoor
3219.8201900000004,34,76539,ForestDryPoor
3219.8201900000004,34,76540,ForestDryPoor
3219.8201900000004,34,76541,ForestDryPoor
3219.8201900000004,34,76542,ForestDryPoor
3219.8201900000004,34,76543,ForestDryPoor
3219.8201900000004,34,76544,ForestDryPoor
3000.068306,31,76545,ForestDryPoor
3000.068306,31,76546,ForestDryPoor
3000.068306,31,76547,ForestDryPoor
3000.068306,31,76548,ForestDryPoor
3000.068306,31,76549,ForestDryPoor
3000.068306,31,76550,ForestDryPoor
3000.068306,31,76551,ForestDryPoor
3000.068306,31,76552,ForestDryPoor
3000.068306,31,76553,ForestDryPoor
3000.068306,31,76554,ForestDryPoor
3000.068306,31,76555,ForestDryPoor
3000.068306,31,76556,ForestDryPoor
2947.135544,30,76557,ForestDryPoor
2947.135544,30,76558,ForestDryPoor
2947.135544,30,76559,ForestDryPoor
2947.135544,30,76560,ForestDryPoor
2947.135544,30,76561,ForestDryPoor
2947.135544,30,76562,ForestDryPoor
2947.135544,30,76563,ForestDryPoor
2947.135544,30,76564,ForestDryPoor
2862.1036460000005,28,76565,ForestDryPoor
2862.1036460000005,28,76566,ForestDryPoor
2862.1036460000005,28,76567,ForestDryPoor
2862.1036460000005,28,76568,ForestDryPoor
2862.1036460000005,28,76569,ForestDryPoor
2862.1036460000005,28,76570,ForestDryPoor
2862.1036460000005,28,76571,ForestDryPoor
2862.1036460000005,28,76572,ForestDryPoor
2862.1036460000005,28,76573,ForestDryPoor
2862.1036460000005,28,76574,ForestDryPoor
2862.1036460000005,28,76575,ForestDryPoor
2862.1036460000005,28,76576,ForestDryPoor
2862.1036460000005,28,76577,ForestDryPoor
2862.1036460000005,28,76578,ForestDryPoor
2862.1036460000005,28,76579,ForestDryPoor
2862.1036460000005,28,76580,ForestDryPoor
2862.1036460000005,28,76581,ForestDryPoor
2862.1036460000005,28,76582,ForestDryPoor
2862.1036460000005,28,76583,ForestDryPoor
2862.1036460000005,28,76584,ForestDryPoor
2862.1036460000005,28,76585,ForestDryPoor
2862.1036460000005,28,76586,ForestDryPoor
2767.7415920000003,27,76587,ForestDryPoor
2767.7415920000003,27,76588,ForestDryPoor
2767.7415920000003,27,76589,ForestDryPoor
2767.7415920000003,27,76590,ForestDryPoor
2767.7415920000003,27,76591,ForestDryPoor
2767.7415920000003,27,76592,ForestDryPoor
2767.7415920000003,27,76593,ForestDryPoor
2767.7415920000003,27,76594,ForestDryPoor
2767.7415920000003,27,76595,ForestDryPoor
2767.7415920000003,27,76596,ForestDryPoor
2767.7415920000003,27,76597,ForestDryPoor
2767.7415920000003,27,76598,ForestDryPoor
2767.7415920000003,27,76599,ForestDryPoor
2767.7415920000003,27,76600,ForestDryPoor
2767.7415920000003,27,76601,ForestDryPoor
2159.363644,19,76602,ForestDryPoor
2159.363644,19,76603,ForestDryPoor
2159.363644,19,76604,ForestDryPoor
2159.363644,19,76605,ForestDryPoor
1059.3917070000002,13,76606,ForestDryPoor
1059.3917070000002,13,76607,ForestDryPoor
1059.3917070000002,13,76608,ForestDryPoor
1059.3917070000002,13,76609,ForestDryPoor
372.03617,4,76909,ForestDryPoor
372.03617,4,76910,ForestDryPoor
372.03617,4,76911,ForestDryPoor
372.03617,4,76912,ForestDryPoor
372.03617,4,76913,ForestDryPoor
372.03617,4,76914,ForestDryPoor
372.03617,4,76915,ForestDryPoor
372.03617,4,76916,ForestDryPoor
372.03617,4,76917,ForestDryPoor
372.03617,4,76918,ForestDryPoor
372.03617,4,76919,ForestDryPoor
372.03617,4,76920,ForestDryPoor
372.03617,4,76921,ForestDryPoor
372.03617,4,76922,ForestDryPoor
372.03617,4,76923,ForestDryPoor
372.03617,4,76924,ForestDryPoor
495.77040700000003,5,76925,ForestDryPoor
581.2489630000001,6,76926,ForestDryPoor
581.2489630000001,6,76927,ForestDryPoor
581.2489630000001,6,76928,ForestDryPoor
1412.678132,14,76989,ForestDryPoor
1442.985141,14,76990,ForestDryPoor
1442.985141,14,76991,ForestDryPoor
1526.187907,15,76992,ForestDryPoor
1567.479522,16,76993,ForestDryPoor
1567.479522,16,76994,ForestDryPoor
1615.0808095,17,76995,ForestDryPoor
1670.2417894999999,18,76996,ForestDryPoor
1686.6485456,19,76997,ForestDryPoor
1612.1779116,20,76998,ForestDryPoor
1705.9081236,21,76999,ForestDryPoor
1818.9694566,23,77000,ForestDryPoor
1887.2388066,24,77001,ForestDryPoor
1887.2388066,24,77002,ForestDryPoor
2007.1130396,25,77003,ForestDryPoor
1959.5117521,24,77004,ForestDryPoor
1959.5117521,24,77005,ForestDryPoor
1959.5117521,24,77006,ForestDryPoor
1959.5117521,24,77007,ForestDryPoor
1959.5117521,24,77008,ForestDryPoor
3968.4988776020004,50,77049,ForestDryPoor
3968.4988776020004,50,77050,ForestDryPoor
3856.1581486020004,49,77051,ForestDryPoor
3856.1581486020004,49,77052,ForestDryPoor
3856.1581486020004,49,77053,ForestDryPoor
3856.1581486020004,49,77054,ForestDryPoor
3856.1581486020004,49,77055,ForestDryPoor
3856.1581486020004,49,77056,ForestDryPoor
3856.1581486020004,49,77057,ForestDryPoor
3856.1581486020004,49,77058,ForestDryPoor
3856.1581486020004,49,77059,ForestDryPoor
3903.7408336020003,48,77060,ForestDryPoor
3876.172876602,47,77061,ForestDryPoor
3876.172876602,47,77062,ForestDryPoor
3876.172876602,47,77063,ForestDryPoor
3876.172876602,47,77064,ForestDryPoor
4177.436516602001,53,77065,ForestDryPoor
4177.436516602001,53,77066,ForestDryPoor
4177.436516602001,53,77067,ForestDryPoor
4177.436516602001,53,77068,ForestDryPoor
3219.8201900000004,34,77129,ForestDryPoor
3219.8201900000004,34,77130,ForestDryPoor
3219.8201900000004,34,77131,ForestDryPoor
3219.8201900000004,34,77132,ForestDryPoor
3219.8201900000004,34,77133,ForestDryPoor
3219.8201900000004,34,77134,ForestDryPoor
3219.8201900000004,34,77135,ForestDryPoor
3219.8201900000004,34,77136,ForestDryPoor
3219.8201900000004,34,77137,ForestDryPoor
3219.8201900000004,34,77138,ForestDryPoor
3219.8201900000004,34,77139,ForestDryPoor
3219.8201900000004,34,77140,ForestDryPoor
3219.8201900000004,34,77141,ForestDryPoor
3219.8201900000004,34,77142,ForestDryPoor
3000.068306,31,77143,ForestDryPoor
3000.068306,31,77144,ForestDryPoor
3000.068306,31,77145,ForestDryPoor
3000.068306,31,77146,ForestDryPoor
3000.068306,31,77147,ForestDryPoor
3000.068306,31,77148,ForestDryPoor
3000.068306,31,77149,ForestDryPoor
3000.068306,31,77150,ForestDryPoor
3000.068306,31,77151,ForestDryPoor
3000.068306,31,77152,ForestDryPoor
3000.068306,31,77153,ForestDryPoor
3000.068306,31,77154,ForestDryPoor
3000.068306,31,77155,ForestDryPoor
3000.068306,31,77156,ForestDryPoor
2947.135544,30,77157,ForestDryPoor
2947.135544,30,77158,ForestDryPoor
2947.135544,30,77159,ForestDryPoor
2947.135544,30,77160,ForestDryPoor
2947.135544,30,77161,ForestDryPoor
2947.135544,30,77162,ForestDryPoor
2947.135544,30,77163,ForestDryPoor
2862.1036460000005,28,77164,ForestDryPoor
2862.1036460000005,28,77165,ForestDryPoor
2862.1036460000005,28,77166,ForestDryPoor
2862.1036460000005,28,77167,ForestDryPoor
2862.1036460000005,28,77168,ForestDryPoor
2862.1036460000005,28,77169,ForestDryPoor
2862.1036460000005,28,77170,ForestDryPoor
2862.1036460000005,28,77171,ForestDryPoor
2862.1036460000005,28,77172,ForestDryPoor
2862.1036460000005,28,77173,ForestDryPoor
2862.1036460000005,28,77174,ForestDryPoor
2862.1036460000005,28,77175,ForestDryPoor
2862.1036460000005,28,77176,ForestDryPoor
2862.1036460000005,28,77177,ForestDryPoor
2862.1036460000005,28,77178,ForestDryPoor
2862.1036460000005,28,77179,ForestDryPoor
2862.1036460000005,28,77180,ForestDryPoor
2862.1036460000005,28,77181,ForestDryPoor
2862.1036460000005,28,77182,ForestDryPoor
2862.1036460000005,28,77183,ForestDryPoor
2862.1036460000005,28,77184,ForestDryPoor
2862.1036460000005,28,77185,ForestDryPoor
2767.7415920000003,27,77186,ForestDryPoor
2767.7415920000003,27,77187,ForestDryPoor
2767.7415920000003,27,77188,ForestDryPoor
2767.7415920000003,27,77189,ForestDryPoor
2767.7415920000003,27,77190,ForestDryPoor
2767.7415920000003,27,77191,ForestDryPoor
2767.7415920000003,27,77192,ForestDryPoor
2767.7415920000003,27,77193,ForestDryPoor
2767.7415920000003,27,77194,ForestDryPoor
2767.7415920000003,27,77195,ForestDryPoor
2767.7415920000003,27,77196,ForestDryPoor
2767.7415920000003,27,77197,ForestDryPoor
2767.7415920000003,27,77198,ForestDryPoor
2767.7415920000003,27,77199,ForestDryPoor
2767.7415920000003,27,77200,ForestDryPoor
2159.363644,19,77201,ForestDryPoor
2159.363644,19,77202,ForestDryPoor
2159.363644,19,77203,ForestDryPoor
2159.363644,19,77204,ForestDryPoor
1059.3917070000002,13,77205,ForestDryPoor
1059.3917070000002,13,77206,ForestDryPoor
1059.3917070000002,13,77207,ForestDryPoor
1059.3917070000002,13,77208,ForestDryPoor
372.03617,4,77508,ForestDryPoor
372.03617,4,77509,ForestDryPoor
372.03617,4,77510,ForestDryPoor
372.03617,4,77511,ForestDryPoor
372.03617,4,77512,ForestDryPoor
372.03617,4,77513,ForestDryPoor
372.03617,4,77514,ForestDryPoor
372.03617,4,77515,ForestDryPoor
372.03617,4,77516,ForestDryPoor
372.03617,4,77517,ForestDryPoor
372.03617,4,77518,ForestDryPoor
372.03617,4,77519,ForestDryPoor
372.03617,4,77520,ForestDryPoor
372.03617,4,77521,ForestDryPoor
486.63673300000005,5,77522,ForestDryPoor
695.8495260000001,7,77523,ForestDryPoor
695.8495260000001,7,77524,ForestDryPoor
695.8495260000001,7,77525,ForestDryPoor
695.8495260000001,7,77526,ForestDryPoor
695.8495260000001,7,77527,ForestDryPoor
1412.678132,14,77588,ForestDryPoor
1528.4636970000001,15,77589,ForestDryPoor
1442.985141,14,77590,ForestDryPoor
1526.187907,15,77591,ForestDryPoor
1567.479522,16,77592,ForestDryPoor
1567.479522,16,77593,ForestDryPoor
1567.479522,16,77594,ForestDryPoor
1615.0808095,17,77595,ForestDryPoor
1670.2417894999999,18,77596,ForestDryPoor
1724.8791076,21,77597,ForestDryPoor
1612.1779116,20,77598,ForestDryPoor
1705.9081236,21,77599,ForestDryPoor
1818.9694566,23,77600,ForestDryPoor
1887.2388066,24,77601,ForestDryPoor
2007.1130396,25,77602,ForestDryPoor
2025.6722816000001,26,77603,ForestDryPoor
1959.5117521,24,77604,ForestDryPoor
1959.5117521,24,77605,ForestDryPoor
1959.5117521,24,77606,ForestDryPoor
2394.0816721,31,77607,ForestDryPoor
3968.4988776020004,50,77648,ForestDryPoor
3968.4988776020004,50,77649,ForestDryPoor
3856.1581486020004,49,77650,ForestDryPoor
3856.1581486020004,49,77651,ForestDryPoor
3856.1581486020004,49,77652,ForestDryPoor
3856.1581486020004,49,77653,ForestDryPoor
3856.1581486020004,49,77654,ForestDryPoor
3856.1581486020004,49,77655,ForestDryPoor
3856.1581486020004,49,77656,ForestDryPoor
3856.1581486020004,49,77657,ForestDryPoor
3856.1581486020004,49,77658,ForestDryPoor
3909.0909106020003,50,77659,ForestDryPoor
3876.172876602,47,77660,ForestDryPoor
3876.172876602,47,77661,ForestDryPoor
3876.172876602,47,77662,ForestDryPoor
3876.172876602,47,77663,ForestDryPoor
3928.3547006020003,49,77664,ForestDryPoor
4177.436516602001,53,77665,ForestDryPoor
4177.436516602001,53,77666,ForestDryPoor
4177.436516602001,53,77667,ForestDryPoor
3219.8201900000004,34,77728,ForestDryPoor
3219.8201900000004,34,77729,ForestDryPoor
3219.8201900000004,34,77730,ForestDryPoor
3219.8201900000004,34,77731,ForestDryPoor
3219.8201900000004,34,77732,ForestDryPoor
3219.8201900000004,34,77733,ForestDryPoor
3219.8201900000004,34,77734,ForestDryPoor
3219.8201900000004,34,77735,ForestDryPoor
3219.8201900000004,34,77736,ForestDryPoor
3219.8201900000004,34,77737,ForestDryPoor
3219.8201900000004,34,77738,ForestDryPoor
3219.8201900000004,34,77739,ForestDryPoor
3219.8201900000004,34,77740,ForestDryPoor
2999.612161,30,77741,ForestDryPoor
2999.612161,30,77742,ForestDryPoor
2999.612161,30,77743,ForestDryPoor
2999.612161,30,77744,ForestDryPoor
2999.612161,30,77745,ForestDryPoor
2999.612161,30,77746,ForestDryPoor
2999.612161,30,77747,ForestDryPoor
2999.612161,30,77748,ForestDryPoor
2999.612161,30,77749,ForestDryPoor
2999.612161,30,77750,ForestDryPoor
2999.612161,30,77751,ForestDryPoor
2999.612161,30,77752,ForestDryPoor
2999.612161,30,77753,ForestDryPoor
2999.612161,30,77754,ForestDryPoor
2999.612161,30,77755,ForestDryPoor
2946.679399,29,77756,ForestDryPoor
2946.679399,29,77757,ForestDryPoor
2946.679399,29,77758,ForestDryPoor
2929.786109,28,77759,ForestDryPoor
2929.786109,28,77760,ForestDryPoor
2929.786109,28,77761,ForestDryPoor
2929.786109,28,77762,ForestDryPoor
2844.7542110000004,26,77763,ForestDryPoor
2844.7542110000004,26,77764,ForestDryPoor
2844.7542110000004,26,77765,ForestDryPoor
2844.7542110000004,26,77766,ForestDryPoor
2789.5932310000003,25,77767,ForestDryPoor
2789.5932310000003,25,77768,ForestDryPoor
2789.5932310000003,25,77769,ForestDryPoor
2789.5932310000003,25,77770,ForestDryPoor
2789.5932310000003,25,77771,ForestDryPoor
2789.5932310000003,25,77772,ForestDryPoor
2789.5932310000003,25,77773,ForestDryPoor
2789.5932310000003,25,77774,ForestDryPoor
2789.5932310000003,25,77775,ForestDryPoor
2789.5932310000003,25,77776,ForestDryPoor
2789.5932310000003,25,77777,ForestDryPoor
2789.5932310000003,25,77778,ForestDryPoor
2789.5932310000003,25,77779,ForestDryPoor
2789.5932310000003,25,77780,ForestDryPoor
2789.5932310000003,25,77781,ForestDryPoor
2789.5932310000003,25,77782,ForestDryPoor
2789.5932310000003,25,77783,ForestDryPoor
2718.572622,24,77784,ForestDryPoor
2718.572622,24,77785,ForestDryPoor
2624.2105680000004,23,77786,ForestDryPoor
2624.2105680000004,23,77787,ForestDryPoor
2624.2105680000004,23,77788,ForestDryPoor
2624.2105680000004,23,77789,ForestDryPoor
2624.2105680000004,23,77790,ForestDryPoor
2624.2105680000004,23,77791,ForestDryPoor
2624.2105680000004,23,77792,ForestDryPoor
2624.2105680000004,23,77793,ForestDryPoor
2624.2105680000004,23,77794,ForestDryPoor
2624.2105680000004,23,77795,ForestDryPoor
2624.2105680000004,23,77796,ForestDryPoor
2624.2105680000004,23,77797,ForestDryPoor
2624.2105680000004,23,77798,ForestDryPoor
2624.2105680000004,23,77799,ForestDryPoor
